sentence,label
My boss bollocked me for coming in late three times this week,Bad
My bossbollocked me for coming in late three times this week,Bad
My boss bollockedme for coming in late three times this week,Bad
My bossbollockedme for coming in late three times this week,Bad
My boss blamed me for coming in late three times this week,Good
My teacher blamed me without any reason,Good
I was so busy in last week,Good
Wait Now I'm coming,Good
My new car?! You motherfucker!,Bad
My new car?! Youmotherfucker!,Bad
My new car?! You know!,Good
I know how to do it,Good
Yeah it’s a motherfucker,Bad
Yeah it’s amotherfucker,Bad
Yeah it’s a mother,Good
I love to my mother a lot,Good
You clever motherfucker!,Bad
You clevermotherfucker!,Bad
You clever girl!,Good
You're ma girl,Good
That son of a bitch insulted me,Bad
Thatson of a bitch insulted me,Bad
Thatsonof a bitch insulted me,Bad
Thatson ofa bitch insulted me,Bad
Thatson of abitch insulted me,Bad
Thatson of a bitchinsulted me,Bad
That sonof a bitch insulted me,Bad
That sonofa bitch insulted me,Bad
That sonof abitch insulted me,Bad
That sonof a bitchinsulted me,Bad
That son ofa bitch insulted me,Bad
That son ofabitch insulted me,Bad
That son ofa bitchinsulted me,Bad
That son of abitch insulted me,Bad
That son of abitchinsulted me,Bad
Thatsonofabitchinsulted me,Bad
That son of a mother insulted me,Good
I wanna be a good mother,Good
You're my son,Good
Bitch is the female word for dog,Good
Really Are you son of a president?,Good
Did you see my son,Good
Don not insult anyone,Good
They insulted a woman,Good
That is the best movie I've not seen before,Good
Give me my money,Good
A mother who gave her life for her child,Good
She can't to be a good mother for her children,Good
He can't to be a good son for his mother,Good
I'm a son of the sun,Good
She is the mother of dragon,Good
Where's the bank of ceylon,Good
The son of a bitch is broken,Bad
Theson of a bitch is broken,Bad
Thesonof a bitch is broken,Bad
Theson ofa bitch is broken,Bad
Theson of abitch is broken,Bad
Theson of a bitchis broken,Bad
The sonof a bitch is broken,Bad
The sonofa bitch is broken,Bad
The sonof abitch is broken,Bad
The sonof a bitchis broken,Bad
The son ofa bitch is broken,Bad
The son ofabitch is broken,Bad
The son ofa bitchis broken,Bad
The son of abitch is broken,Bad
The son of abitchis broken,Bad
Thesonofabitchis broken,Bad
The puppy of a bitch is broken,Good
Mom Shall we adopt this puppy?,Good
Your son did this,Good
What's your mother name,Good
My leg also has broken,Good
You were broken my heart,Good
Broken angel,Good
The sun rises in the morning,Good
What's the earth?,Good
Is there son of kamal?,Good
Who's the son of nimal,Good
Mother told me that is not good for kids,Good
A gang of robbers was arrested by the police,Good
A pack of wolves is barking to moon in middle night,Good
My friends are playing clash of clans,Good
He's the member of the organization,Good
Son of a bitch! I spilled my beer everywhere,Bad
Sonof a bitch! I spilled my beer everywhere,Bad
Sonofa bitch! I spilled my beer everywhere,Bad
Sonof abitch! I spilled my beer everywhere,Bad
Sonof a bitch!I spilled my beer everywhere,Bad
Son ofa bitch! I spilled my beer everywhere,Bad
Son ofabitch! I spilled my beer everywhere,Bad
Son ofa bitch!I spilled my beer everywhere,Bad
Son of abitch! I spilled my beer everywhere,Bad
Son of abitch!I spilled my beer everywhere,Bad
Sonofabitch! I spilled my beer everywhere,Bad
Sonofabitch!I spilled my beer everywhere,Bad
Son of a person! I spilled my beer everywhere,Good
That person has a perfect personality,Good
I like your t-shirt,Good
Johnny spilled water,Good
That's my bad,Good
I don't drink this beer,Good
We searched you in everywhere,Good
Queen of chess who can go everywhere on chess board,Good
She is the son of physic,Good
My name is sunimal,Good
Everytime I feel you,Good
Everyone listen to me,Good
The son of a bitch has done it. He’s won the competition,Bad
Theson of a bitch has done it. He’s won the competition,Bad
Thesonof a bitch has done it. He’s won the competition,Bad
Theson ofa bitch has done it. He’s won the competition,Bad
Theson of abitch has done it. He’s won the competition,Bad
Theson of a bitchhas done it. He’s won the competition,Bad
The sonof a bitch has done it. He’s won the competition,Bad
The sonofa bitch has done it. He’s won the competition,Bad
The sonof abitch has done it. He’s won the competition,Bad
The sonof a bitchhas done it. He’s won the competition,Bad
The son ofa bitch has done it. He’s won the competition,Bad
The son ofabitch has done it. He’s won the competition,Bad
The son ofa bitchhas done it. He’s won the competition,Bad
The son of abitch has done it. He’s won the competition,Bad
The son of abitchhas done it. He’s won the competition,Bad
Thesonofabitchhas done it. He’s won the competition,Bad
The son of hero has done it. He’s won the competition,Good
My hero is me,Good
You've already done,Good
Lisa has done her job well,Good
Lalisa did it,Good
It's your luck nothing else,Good
He's your brother,Good
I won the trophy,Good
That's my dream competition,Good
Ma boy! You won this,Good
She's not my sister,Good
Ronaldo won the his last football match,Good
I want to participate this competition,Good
He's my best friend,Good
This is not an one of competition,Good
I don't want to be your son,Good
I can’t believe the asshole forgot my birthday,Bad
I can’t believe theasshole forgot my birthday,Bad
I can’t believe the assholeforgot my birthday,Bad
I can’t believe theassholeforgot my birthday,Bad
I can’t believe the parents forgot my birthday,Good
Tell your parents to come school tomorrow,Good
Did you resolve the question about the black hole?,Good
Ass is an animal of the horse family which is typically smaller than a horse and has longer ears and a braying call,Good
Stop being an asshole! I’m going to tell mom,Bad
Stop being anasshole! I’m going to tell mom,Bad
Stop being an asshole!I’m going to tell mom,Bad
Stop being anasshole!I’m going to tell mom,Bad
Stop being an animal! I’m going to tell mom,Good
Have you seen animal planet channel,Good
Thief was going to kill you,Good
Tell me the truth Don't tell lies,Good
This is look like a shit,Bad
This is look like ashit,Bad
This is look like a ball,Good
Gimme a ball to play cricket,Good
What a shit circus!,Bad
What a shitcircus!,Bad
What ashit circus!,Bad
What ashitcircus!,Bad
What a perfect circus!,Good
I know his works are perfect,Good
What a great idea,Good
What is your favourite food?,Good
What the fuck just happened?,Bad
What thefuck just happened?,Bad
What the fuckjust happened?,Bad
What thefuckjust happened?,Bad
What the freaks just happened?,Good
Don't tell me again like freaks,Good
I just do it,Good
Actually What was happened?,Good
They may go fuck themselves,Bad
They may gofuck themselves,Bad
They may go fuckthemselves,Bad
They may gofuckthemselves,Bad
They may go make themselves,Good
Tasty food make good health,Good
They'll correct their faults themselves,Good
May I go to the washroom?,Good
I’m fucking with you,Bad
I’mfucking with you,Bad
I’m fuckingwith you,Bad
I’mfuckingwith you,Bad
I’m singing with you,Good
The singer is singing his song well,Good
They like to go a tour with you,Good
I love you,Good
I’ll show you fucking vision,Bad
I’ll show you fuckingvision,Bad
I’ll show youfucking vision,Bad
I’ll show youfuckingvision,Bad
I’ll show you my vision,Good
Do you want to make some money?,Good
My vision is not clear now,Good
Show me your talent on this stage,Good
Are you fucking serious right now?,Bad
Are you fuckingserious right now?,Bad
Are youfucking serious right now?,Bad
Are youfuckingserious right now?,Bad
Are you really serious right now?,Good
Really I was excited,Good
Go ahead and turn your right,Good
Now it's free,Good
Let’s fucking do this!,Bad
Let’sfucking do this!,Bad
Let’s fuckingdo this!,Bad
Let’sfuckingdo this!,Bad
Let’s do this!,Good
Let's see you in the clan war league,Good
This is our family business,Good
Best of luck Do your best,Good
fuck off,Bad
fuckoff,Bad
turn off,Good
I'm waiting for coming my turn,Good
Oh shit,Bad
Ohshit,Bad
Oh god,Good
My god you're in here,Good
Don't fingering my pussy,Bad
Don't fingering mypussy,Bad
Don't fingering my works,Good
Everyday my mom works,Good
Can I touch your pussy,Bad
Can I touch yourpussy,Bad
Can I touch your face,Good
Let’s talk about this problem face to face,Good
You saved my ass,Bad
You saved myass,Bad
You saved my time,Good
Time is gold so don't waste your time for unnecessary things,Good
You slapped to my ass,Bad
You slapped to myass,Bad
You slapped to my hand,Good
I suck dick,Bad
I suckdick,Bad
Isuck dick,Bad
Isuckdick,Bad
I suck you,Good
You're best,Good
I should leave now,Good
Don't suck your finger,Good
Don't be a dickhead,Bad
Don't be adickhead,Bad
Don't be a mad,Good
Actually she was mad at her affair,Good
I fuck you,Bad
I fuckyou,Bad
Ifuck you,Bad
Ifuckyou,Bad
I surprise you,Good
Her sons' surprise their mother in her birthday party,Good
Touch your head,Good
I have to inform this our head,Good
Damn! I've locked my keys in the car,Bad
Damn!I've locked my keys in the car,Bad
Ah! I've locked my keys in the car,Good
Ah! That was easy,Good
What a damn fool thing to do!,Bad
What adamn fool thing to do!,Bad
What a damnfool thing to do!,Bad
What adamnfool thing to do!,Bad
What a nice fool thing to do!,Good
Actually she's a nice girl,Good
Gimme a something deserve for my headhache,Good
What am I supposed to do?,Good
It's none of your damn business!,Bad
It's none of yourdamn business!,Bad
It's none of your damnbusiness!,Bad
It's none of yourdamnbusiness!,Bad
It's none of your own business!,Good
Look at your own business,Good
What about your business?,Good
That's the none violence protest,Good
I don't give a damn,Bad
I don't give adamn,Bad
I don't give a risk,Good
Don't think to do it because it has a too risk,Good
Damn I've spilt coffee down my blouse!,Bad
DamnI've spilt coffee down my blouse!,Bad
Oh I've spilt coffee down my blouse!,Good
Oh This meal is too much spicy,Good
There were a lot of those goddamn stairs and I must have missed the last,Bad
There were a lot of thosegoddamn stairs and I must have missed the last,Bad
There were a lot of those goddamnstairs and I must have missed the last,Bad
There were a lot of thosegoddamnstairs and I must have missed the last,Bad
There were a lot of those stairs and I must have missed the last,Good
There are several foods for dinner,Good
I planned a lot of things to do in your wedding event,Good
Don't be panic Those are my dogs,Good
I missed you honey,Good
Goddamn I would have to meet him,Bad
GoddamnI would have to meet him,Bad
Finally I would have to meet him,Good
Finally I took a decision,Good
It’s in the middle of a goddamn rain,Bad
It’s in the middle of agoddamn rain,Bad
It’s in the middle of a goddamnrain,Bad
It’s in the middle of agoddamnrain,Bad
It’s in the middle of a heavy rain,Good
Roman reign is the seven times heavy weight champion,Good
Daraz must return my payment,Good
This is my last opportunity,Good
The only thing I could eat at lunch was that goddamn,Bad
The only thing I could eat at lunch was thatgoddamn,Bad
The only thing I could eat at lunch was that rice,Good
Rice is a main food in Sri Lankan culture,Good
Their goddamn arms,Bad
Theirgoddamn arms,Bad
Their goddamnarms,Bad
Theirgoddamnarms,Bad
Their short arms,Good
Life is short so do good things in hurry up,Good
There are stairs,Good
I have two sisters and one brother,Good
it was cuban! now you pissed me off,Bad
it was cuban! now youpissed me off,Bad
it was cuban! now you pissedme off,Bad
it was cuban! now youpissedme off,Bad
it was cuban! now you blamed me off,Good
Teacher blamed to student,Good
Players were playing rugby in a pitch,Good
This is the middle of June,Good
you know bones is pissed don't you?,Bad
you know bones ispissed don't you?,Bad
you know bones is pisseddon't you?,Bad
you know bones ispisseddon't you?,Bad
you know bones is broken don't you?,Good
His heart was broken,Good
Rain Rain Go away,Good
It’s the mark that is the middle of the circle,Good
your family has always pissed on me,Bad
your family has always pissedon me,Bad
your family has alwayspissed on me,Bad
your family has alwayspissedon me,Bad
your family has always helped on me,Good
rain jacket was helped in the rain,Good
I have only one buck,Good
I need to eat my dinner early,Good
i think she gets that you're pissed,Bad
i think she gets that you'repissed,Bad
i think she gets that you're jumped,Good
I jumped from the top of the building,Good
